ime,vrsta,poglavja,datum
Golden Time,Manhwa,129.0,2023
The Splendid Work of a Monster Maid,Manga,21.5,2023
The Lord of Swords (Colored),Manhua,386.0,2023
Azur Lane Comic Anthology,Manga,157.5,2023
Pink Heart Jam,Manga,10.5,2023
Z (Jiro Rin),One_shot,0.0,2023
A Brief Moment of Ichika,Manga,29.5,2023
Harukaze Mound,One_shot,0.0,2023
The Second Heartbeat,Manhua,1.0,2023
Endan Yobanashi,Manga,1.0,2023
Heroes of the Fujian Sea,Manhua,0.0,2023
The Wicked Wife of a Scheming CEO,Manhwa,65.0,2023
Koi to Yobu ni wa Kimochi Warui,Manga,56.0,2023
"I Fell in Love So I""m Streaming It",Manga,183.0,2023
I Belong to the Baddest Girl at School,Manga,77.5,2023
Bocchi the Rock! - SICK HACK Book (Doujinshi),Doujinshi,0.0,2023
"The Alpha""s Story",Manhwa,0.0,2023
Elated Thirteen Swords,Manhua,5.0,2023
"Hiroki, Too, Gets Summoned into Another World",Manga,24.0,2023
My Overbearing Senior Sister,Manhua,85.0,2023
Jinrou Game: Beast Side,Manga,18.0,2023
Xi Luo Wang Zi (Colored),Manhua,41.0,2023
"Straighten Up! Welcome to Shika High""s Competitive Dance Club",Manga,86.5,2023
Undercover Empress,Manhwa,117.0,2023
"Genderswap Academy, Date of Admissions Results. (Colored)",One_shot,0.0,2023
Lord of the Mysteries,Manhua,65.0,2023
A Polar Bear in Love,Manga,26.0,2023
"Kurumida Senpai""s Lazy Cute Secret.",Manga,5.0,2023
Mirai no Danna-Sama,Manga,20.0,2023
Seibetsu X,Manga,34.0,2023
Horse girls wear old winning clothes after ◯◯ Years. (Colored),Manga,5.0,2023
The Gaming Expert,Manhwa,3.0,2023
Daechi-dong Class,Manhwa,10.0,2023
Tensei Akuyaku Reijou wa Misekake do S Ouji wo Oshioki shitai,Manga,19.0,2023
Shuumatsu no Sadako-san,Manga,5.0,2023
"Shikabana -Hana, Shitai, Koto-",Manga,29.0,2023
His Wolf (Colored),Manhua,5.5,2023
The childhood friends are off in their own world,One_shot,0.0,2023
Quest Musou - Ore dake ga Tsukaeru Cheat Skill,Manga,5.0,2023
Jishi Shi Richang (Colored),Manhua,28.0,2023
The NOmance I Need (Colored),Doujinshi,22.0,2023
As you like it,Manga,0.0,2023
"The Drab Princess, the Black Cat, and the Satisfying Break-up",Manga,25.0,2023
Is It Good Being a Sleepyhead?,One_shot,0.0,2023
The Little Lady Tames the Leads,Manhwa,85.0,2023
Grand Prize: Unrivalled Harem Ticket,Manga,44.2,2023
Sekkahiden: Rantei Koukyuu Shimatsuki,Manga,15.0,2023
Battle Royale 3: Enforces,Manga,11.0,2023
OHMYGOD,Manga,11.0,2023
"Imouto ni Konyakusha wo Ubawareta Ochikobore Reijou wa, Tensai Majutsushi ni Dekiaisareru",Manga,15.0,2023
"I""m Kinda Chubby and I""m Your Hero",Manga,10.0,2023
The Brave Carrier,Manga,21.5,2023
Destiny Lovers,Manga,104.5,2023
"There""s a Ghost Within Me",Manhua,6.0,2023
Koibito desu ken! ~ Oogata Inu wa Te ga Hayai,Manga,24.0,2023
Night of London,Manhwa,5.0,2023
Shota Vampire and Onee-san (Colored),Manga,1.0,2023
Megaton Punch!,One_shot,0.0,2023
Youkoso Arisawa ka e,Manga,5.5,2023
Stupid Cupid,Manhwa,30.2,2023
Koukou Debut shita Juumai ga Mount Tottekuru,Manga,4.0,2023
Chuusotsu Tansakusha no Nariagari Eiyuutan,Manga,2.2,2023
Caihong,Manhua,0.0,2023
French Photo Gallery,Manhwa,40.0,2023
Eko Eko Azarak Reborn,Manga,30.0,2023
Slayerdramon Ant,Manhua,148.0,2023
Konyaku wo Hakisareta Akuyaku Reijou wa Kouya ni Ikiru.,Manga,88.0,2023
"A Villainess? No, a Heinous Young Lady",Manga,36.0,2023
Invincible Brave King,Manhua,12.0,2023
Tale of Pram the Wizard,Manhwa,101.0,2023
Spun Together,Manhua,28.0,2023
Sword Emperor as son-in-law,Manhua,40.0,2023
Dawn the Teen Witch (Colored),Manhua,65.0,2023
Eizen Karukaya Kaiitan,Manga,2.0,2023
Kimajime Onzoushi to Migawari Fianse,Manga,12.0,2023
Sixth Sense Kiss,Manhwa,98.0,2023
My Mermaid at Home,Manhua,42.0,2023
Restless Kurouzu-san,One_shot,2.0,2023
"The Duke""s Cursed Charm",Manhwa,80.0,2023
A Most Virtuous Villain,Manhwa,83.0,2023
Fatal Scents (Colored),Manhua,206.0,2023
"The King""s Heart Is Mine",Manhua,101.0,2023
Jingai no Yome to Icha Icha suru - Anthology Comic,Manga,17.0,2023
Astral Exchange (Colored),Manhua,31.0,2023
Grey Goo of Midsummer,Manga,40.0,2023
Bizarre Bureau 749,Manhua,177.0,2023
"This Stray Cat Ain""t Straight",Manhua,98.0,2023
"Mermaid""s Dresses (Colored)",Manhua,60.0,2023
Hades could use some divine intervention.,Manga,17.0,2023
Aisatsu ga Shitai Hanashi,One_shot,0.0,2023
Suterare Shiro Mahoutsukai no Koucha Seikatsu,Manga,21.5,2023
Use Cheat Plant Magic and Live Comfortably as a Lord,Manga,30.0,2023
"Werewolves, Mister!",Manhua,19.0,2023
Otaku ni Yasashii Gyaru,One_shot,0.0,2023
Lying to Avoid Love,One_shot,0.0,2023
The Vampire Part-Timer Kirishima-kun,Manga,32.0,2023
Broken Gaze,Manhwa,56.0,2023
99% Succubus-chan,Manga,1.0,2023
The Cute Life of OL and Cat,Manga,10.0,2023
Uramiya Honpo: WORST,Manga,139.0,2023
Deceptive Mikage-san,Manga,0.0,2023
Ani ni Ai Saresugite Komattemasu,Manga,5.0,2023
Motungi Tteugaebang,Manhwa,39.0,2023
Hong Long Yongzhe Jue Fei Shanlei,Manhua,6.0,2023
Kininaru Danshi ni Marumaru suru Onnanoko,Manga,87.6,2023
Mosh Pit,Manga,6.0,2023
Yuizaki-san wa Nageru!,Manga,63.5,2023
Majo no Kaigashuu,Manga,31.0,2023
Murder auction,Manga,20.0,2023
Please Do Errands Instead of Me!,Manhwa,67.0,2023
A story about stopping time and doing ○○.,Manga,9.0,2023
Shinitagari ni Tenshi wa Hohoemu,Manga,0.0,2023
"A Twist of Fate: A Wizard""s Fairy Tale",Manhwa,58.0,2023
A Song Dwelling In The Clouds: Love Inside The Cage,Manhua,106.0,2023
Ochaya-san wa Kenja Minarai,Manga,6.0,2023
Setsuri Kyoujin Taisen Vampire Myst,Manga,12.0,2023
A Song Dwelling in the Clouds: A Chasing Love Guide,Manhua,60.0,2023
Genzhe Zhibo Xue Xiuxian,Manhua,7.0,2023
Ore Dake Kinzoku Bat - Monochrome no Sekai,Manga,1.0,2023
Solo Shinkan no VRMMO Boukenki (GIGATOON Studio),Manga,3.0,2023
Shy Guy Macho Girl,Manhwa,4.0,2023
Toumei no Kimi,Manga,29.5,2023
Navagraha: DefenD 9 Triggers,Manga,10.0,2023
"The Day All Women""s Eyes Became Hollow",Manga,4.0,2023
Kageki Shojo!!,Manga,44.0,2023
"After Ditching the Tyrannical Saintess Who Was Also My Childhood Friend, Everything Fell Into Place and I Became the Top Adventurer (Colored)",Manga,3.0,2023
Parasyte Reversi,Manga,76.0,2023
"The Genius Prince""s Guide to Raising a Nation Out of Debt",Manga,79.0,2023
Hedgehog Story,One_shot,0.0,2023
No Kidding,Manhwa,93.0,2023
Koisuru Business Couple Haishinsha,Manga,3.0,2023
My Investor is A Vampire,Manhua,22.0,2023
"Her Shipper, Him Coder",Manga,1.0,2023
Rain Man,Manga,64.0,2023
Does a Hot Elf Live Next Door to You?,Manga,37.0,2023
Oshi ni Kawareteimasu,Manga,36.0,2023
Our Youth,Manhwa,70.0,2023
Rebirth: City Deity (Colored),Manhua,305.0,2023
Love and Peace,Manga,4.0,2023
Qi Yu Zhou,Manhua,20.0,2023
Mad Dog,Manhwa,51.0,2023
Drunken Love,Manhwa,46.0,2023
Black Sister Insomnia,Manga,22.0,2023
Red Sprite,Manga,14.5,2023
Koushaku Chakunan Koushoku Monogatari - Isekai Harem Eiyuu Senki,Manga,16.1,2023
Final Fantasy VII - Ryuusei no Hito,Doujinshi,0.0,2023
With Poker Face Transvestite,Manga,2.0,2023
Magic Maker: How to Create Magic in Another World,Manga,19.2,2023
Burberry x Blue Period.,One_shot,0.0,2023
Shiawase Sorezore Comic Anthology,Manga,10.0,2023
Aether :Foudre,Manga,1.0,2023
"The Honor Student""s Secret Job",Manga,54.0,2023
"You""re My Unknown Variable",Manhua,7.0,2023
Just Date Each Other Already!,One_shot,0.0,2023
My First Love Is a Guy,Manhua,48.0,2023
Persistent Lover,Manhua,86.0,2023
Kazuki-san no Koi suru Jikan,Manga,8.0,2023
"Dekiai Ouji kara Nogareru Houhou: Watashi Zettai, Kekkon Shimasen!",Manga,8.0,2023
Rare Omega Shunki,Manga,4.0,2023
Police in a Pod,Manga,203.5,2023
The Glass (Nuria),Manhwa,61.0,2023
Koukyuu Kouhi Monogatari,Manga,24.0,2023
"The Tunnel to Summer, the Exit of Goodbyes: Ultramarine",Manga,17.0,2023
Manga Musical &quot;Touken Ranbu&quot; Atsukashiyama Ibun,Manga,3.0,2023
"The Duke""s Redemption",Manhwa,50.5,2023
My Hero (MAKITA Naru),Manga,9.0,2023
Arcane Ascension (Colored),Manga,36.0,2023
Mousou Sensei,Manga,29.0,2023
Obutsu wa Shoudoku desu,Manga,82.0,2023
"Miwaku no Shinshi wa, masa ni Akuma!? - Donzoko OL wa Sweet Sex de Torokasareru",Manga,7.2,2023
Shounen Shoujo,Manga,16.0,2023
"Abe-kun""s Got Me Now!",Manga,47.0,2023
Metal Souls,Manga,1.0,2023
Bai Lianhua De Ren She Buneng Beng,Manhua,3.0,2023
Sadistic Beauty: Side Story A,Manhwa,17.0,2023
Kochikame x Nisekoi,One_shot,0.0,2023
Fangirl - The Manga,Manga,13.0,2023
BLACK - THE STORY OF MONSTER SYNDROME -,One_shot,0.0,2023
Shao Wang Ji Ju,Manhua,16.0,2023
Shoujo Kageki Revue Starlight - If We Continue To Stay So In Love,Doujinshi,0.0,2023
Shoujo Kageki Revue Starlight - Jewel Quartet (Doujinshi),Doujinshi,0.0,2023
"Shoujo Kageki Revue Starlight - My Next Door Neighbor, Saijou-san (Doujinshi)",Doujinshi,0.0,2023
You and Tree,Manga,0.0,2023
Soul of Burning Steel,Manhua,74.0,2023
Saeki-sanka no Black Cat,Manga,6.0,2023
LESSA - Servant of Cosmos,Manhwa,125.0,2023
Shan Shang Zhi Ren,Manhua,1.0,2023
The Hidden Dungeon Only I Can Enter,Manga,98.0,2023
ZIPANG (Keikenchi),Manga,1.0,2023
12 Evil Cats,Manhua,163.0,2023
Guardians of the Light (Colored),Manga,16.0,2023
"Holy Chef, Crazy Empress (Colored)",Manhua,293.0,2023
Her Twin Brothers! (Colored),Manga,1.0,2023
Konya Sukiyaki janai kedo,Manga,6.0,2023
Super Shared Boyfriend System,Manhua,75.0,2023
All-Attribute Martial Arts,Manhua,70.0,2023
How Far Is My Dream Allowed?,Manga,6.5,2023
The Unity of All Things,Manhua,90.5,2023
CROKET!: BLACK LABEL,Manga,10.0,2023
Karasu ni Hitoe wa Niawanai,Manga,38.0,2023
I Fell for a Fujoshi,Manga,17.5,2023
Tonari no Kuroki-san wa Nomu to Yabai,Manga,31.0,2023
A Raven for All Seasons,Manga,38.0,2023
Inugami - Kai,Manga,34.6,2023
World of Psycho,Manga,32.0,2023
See No Evil,Manhwa,45.0,2023
"Shoujo Kageki Revue Starlight - I Can""t Forget Your Passion",Doujinshi,0.0,2023
12 Months with the General and his Second-in-Command,One_shot,0.0,2023
Honzuki no Gekokujou ~Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen~ Dai 4-bu 「 Kizokuin no Toshokan wo Sukuitai!」,Manga,26.6,2023
I Want to Punch Women!,Manga,11.0,2023
"A Gyaru Who""s Cold to Otaku",Manga,5.0,2023
Do Something Bad With Me.,Manga,12.0,2023
Mahouka Koukou no Rettousei - Yotsuba Keishou-hen,Manga,26.0,2023
Kyou Kara Mongen 7:00 Desu,Manga,10.0,2023
"The Cursed Prince""s Servant",Manga,23.1,2023
Nidome no Kyouhan,Manga,72.0,2023
"LVL2FRog""s Comics (Colored)",Manga,8.0,2023
Daddy Boy,Manhwa,13.0,2023
Female Knight Goblin,Manga,13.5,2023
Osananajimi to Sefure Keiyaku,Manga,59.0,2023
Kaichou-sama to Hiyoko-chan,Manga,4.2,2023
Isekai Papa Katsu Oji-san,Manga,15.0,2023
Akuyaku Reijou wa Oshi ga Touto Sugite Kyou mo Shiawase,Manga,8.0,2023
"No Game No Life, Please!",Manga,20.0,2023
Return Survival,Manhwa,163.0,2023
The Broken Keel,Manga,23.0,2023
First Kiss,One_shot,0.0,2023
Ookami Kishi to Junketsu Hime ~Mibun-chigai no Midarana Junai~,Manga,6.2,2023
A Rare Type of Girl,Manga,5.5,2023
The Handmade Tales of the Handmaid,Manhwa,85.0,2023
Wo Zai Huang Quan You Zuo Fang,Manhua,30.5,2023
Hanitora! Shoukan Yuusha o Hameru Honey Trap Houimou,Manga,9.5,2023
Jama-Rama,Manga,7.0,2023
Dengeki Travellers,Manga,18.0,2023
Bocchi the Rock! - Boniji the Rock! (Doujinshi),Doujinshi,0.0,2023
Fox Window,One_shot,2.0,2023
Bocchi the Rock! - Bocchi-chan Going All Out (Doujinshi),Doujinshi,0.0,2023
"Bocchi the Rock! - I""ve Always Wanted to Meet You (Doujinshi)",Doujinshi,0.0,2023
The Demon Blades,Manhua,112.0,2023
Survive As The Hero’s Husband,Manhua,137.0,2023
Jianyi Huaxing,Manhua,3.0,2023
"The Daughter of the Marquis, Who Was Executed Under False Accusation, Wants to Spend a Peaceful Life in the Land Protected by God",Manga,30.0,2023
Extreme Dog Owner,Manhwa,65.0,2023
Is it tough being &quot;a Friend&quot;?,Manga,33.0,2023
Sorry Thank You,One_shot,0.0,2023
Joshi kousei joreishi Akane!,Manga,2.0,2023
Himari no Mawari,Manga,20.5,2023
A Nyakuza Manga,Manga,0.0,2023
Nan You Ban Tang Ban Yan,Manhua,2.0,2023
Bar Flowers,Manga,19.5,2023
Arisou de NASA Sou,Manga,30.0,2023
"Robot""s Heart (Parts)",One_shot,0.0,2023
Media Mix Maiden,Manga,37.5,2023
The Overworked and the Undead,Manga,15.0,2023
"I picked up a cosmetic receipt I didn""t recognize in my boyfriend""s room",One_shot,0.0,2023
Back to Rule Again (Colored),Manhua,320.0,2023
Last Summer Vacation,Manga,8.0,2023
Apocalyptic Thief,Manhua,163.5,2023
Nekogami Shujin no Bake Neko Cafe,Manga,10.0,2023
Return of the Elemental Lord,Manhwa,44.0,2023
The Villager of Level 999,Manga,69.0,2023
"Touhou - Witches"" Tea Party (Doujinshi)",Doujinshi,0.0,2023
"Fatal Wife, Mortal Love",Manhua,106.0,2023
Denonbu,Manga,8.0,2023
The Queen of Kisses,Manhwa,56.0,2023
"May""s Maiden",Manga,26.0,2023
Koibumi to 13-sai no Joyuu,Manga,9.5,2023
Ping Kong,Manga,14.0,2023
Oosaka MAD Family,Manga,53.0,2023
Digimon Dreamers,Manga,21.0,2023
Kiri no Wakusei (Colored),One_shot,0.0,2023
The Fantastical After-School Writing Club,Manhwa,19.0,2023
A Manhwa About Dating a Disabled Girl,Manhwa,0.0,2023
This Star (Colored),Manhua,57.0,2023
Login Survival,Manga,12.0,2023
Onimadara,Manga,25.0,2023
Height Gap Couple (Colored),Manga,0.0,2023
genderbent to be her type,Manga,2.0,2023
Butchoudzuradakedo Kanojo ga Hoshii Koukousei no Hanashi: Kouhai Route (Colored),Manga,1.0,2023
"Evangeline""s Sword",Manhwa,44.0,2023
Nana Shimazaki@Looking for Work,Manga,30.5,2023
Master of the Fox Bead,Manhwa,60.0,2023
HadaCamera,Manga,81.0,2023
THE iDOLM@STER Cinderella Girls - After20,Manga,102.5,2023
Hatsukoi Suzume ~Kome to Inaka to Aoi Sora~,One_shot,0.0,2023
What Happens If You Save a High School Girl Who is About to Jump?,Manga,23.0,2023
Can I Get Back Into Love With the Crown Prince?,Manhwa,15.0,2023
Ji Pin Kuang Xu,Manhua,73.0,2023
Manpuku niku Tarō no TS (Colored),One_shot,0.0,2023
Morisaki Amane Is a Heroine of This Comic.,Manga,25.0,2023
Fukurou no Koiwazurai,Manga,3.0,2023
Our Eunha,Manhwa,1.0,2023
My Little Bookstore,Manhwa,26.0,2023
Mokrin,Manhwa,37.0,2023
2LDK IKEMEN Tsuki Bukken Arimasu.,Manga,36.5,2023
Naui Yeongungeul Wihayeo,Manhwa,0.0,2023
Get Married,Manhua,25.0,2023
"It""s Time to Look for a New Family",Manhwa,0.0,2023
I Once Broke an Oath (Pre-serialization),Manhwa,0.0,2023
No Bra no Imouto ga F-Cup wo Kyouchou shitekuru,One_shot,0.0,2023
"The Cool Vampire Girl""s Love is Too Heavy (Colored)",One_shot,0.0,2023
Evil Maid,Manhua,7.0,2023
"The Antagonist""s Pet",Manhwa,117.0,2023
Love Live! Sunshine!!: School idol diary,Manga,6.5,2023
Human Card,Manga,63.0,2023
Damon de Toyohashi ga Suki tte Ittoru jan!,Manga,54.0,2023
Dark nun,Manga,3.0,2023
Jiang zhi xiao tian bing,Manhua,121.0,2023
I Had My First Boyfriend/Girlfriend,Manga,22.0,2023
I Make Cell Phones In The Holy Land,Manhua,14.5,2023
Fukushuu Kansuisha no Jinsei Nishuume Isekaitan,Manga,41.0,2023
The Kajiki Chef: Divine Cuisine,Manga,43.0,2023
Daiya no Ace - Shippo de Tatsu wo Tsuru,Doujinshi,0.0,2023
Tonari no Class no Katou-kun,Manga,2.0,2023
Boku wa kimi ni Kamaretai,One_shot,0.0,2023
[GwangGong Apartment Complex] Blindspot,Manhwa,2.0,2023
Sunshine Café,Manga,12.2,2023
Pocket Monsters: Liko no Takaramono,Manga,2.0,2023
The Last Wizard of the Sword Emperor Academy,Manga,28.0,2023
Heroes,Manga,8.0,2023
Xing Lao,Manhua,43.0,2023
Tomba! The Wild Adventures,Manga,3.0,2023
Yojouhan Kaitaku Nikki,Manga,18.0,2023
Yong Sheng,Manhua,118.0,2023
Habataki ~Ein Marchen~,Manga,6.0,2023
Textbook of Revenge,Manga,113.0,2023
The Strongest Seal Master,Manhua,28.0,2023
Beastars - Beast Complex (Doujinshi),Doujinshi,1.0,2023
My Flatmate at -18°C,One_shot,0.0,2023
Kaikan Douki,Manga,74.0,2023
Harp and Poetry Under the Aurora,Manhua,4.0,2023
"The Grand Duke""s Little Lady",Manhwa,0.0,2023
Fuzhai Guanxi,Manhua,5.0,2023
Ichijou-San Wa Kao Ni Deyasui,Manga,22.0,2023
Futago no Onnanoko wo &quot;Wakaraseru&quot; Anthology,Manga,8.0,2023
Ochame na Okusan To no Nichijou Chabangoto,Manga,3.0,2023
Barairo no Hishatai,One_shot,0.0,2023
"I Became the Male Lead""s Only Memory (Pre-Serialization)",Manhwa,0.0,2023
Swing Baby,Manhwa,63.0,2023
Born to Be God,Manhwa,15.0,2023
Aitai Jou to Usagi no Yamai,Manga,5.5,2023
Petit Onimai,Manga,15.0,2023
"If You Give Me Flowers, I""ll Give You Myself",Manhwa,65.2,2023
Yuurei Kesunde Tsukiatte Kudasai,Manga,9.5,2023
"Soul Land - Legend of Tangs"" Hero",Manhua,40.1,2023
Zenith,Manhwa,40.0,2023
Youkai no Shiikuin-san,Manga,105.0,2023
"Ogi""s Summer Break",Manga,12.0,2023
Mountie Chronicles (Colored),Manga,84.0,2023
Gachi Mahou Shoujo,One_shot,0.0,2023
Manga no Gimon Manga,One_shot,0.0,2023
Laundry Cat,One_shot,0.0,2023
"She is a terrifying college senpai who specializes in turning those with whom she has had at least a relationship once into sex slaves who can""t live without her for the rest of their lives!",One_shot,0.0,2023
Nitamonodōshina bokura no iibun,One_shot,0.0,2023
Nakano Boogie-Woogie,Manga,1.0,2023
Kowamote Danshi no Bentou ga Umai Riyuu,Manga,6.5,2023
0-byou Proposal - Tomodachi no Otouto ni Kyuukon saretemasu,Manga,36.0,2023
Shining Summer,Manhwa,70.0,2023
Dechau!,Manga,15.0,2023
The Supreme Swordsman (Colored),Manhua,334.0,2023
100-nichi Go ni ××× suru Onna Shachou to Shinyuu Shain,Manga,20.2,2023
"Shuuya-kun wa Doukyo Hito de, Charakute, Tengu",Manga,60.0,2023
The Mismatched Marriage,Manhua,60.0,2023
"The Villainess""s Debut Novel",Manhwa,60.0,2023
"Andsum, Save The World!",Manhwa,33.0,2023
"Tadaima, Ojamasaremasu!",Manga,13.0,2023
Our Idol Sangeun,Manhwa,60.0,2023
"I""m Your Guardian Angel",Manhwa,104.0,2023
She Broke the Plot Again,Manhua,7.0,2023
Ordinary Person A,Manhwa,1.0,2023
Secret Alliance,Manhwa,45.5,2023
Spring for the Headless Prince,Manhwa,40.0,2023
Looking for My True Owner,Manga,30.0,2023
"The Tyrant""s Secret Secretary",Manhwa,100.0,2023
Star x Fanboy,Manhwa,172.0,2023
"Teenager""s Worries",Manhua,1.0,2023
Concubine Walkthrough,Manhwa,131.0,2023
Ao Bara no Hime,Manga,13.2,2023
Beneath the Mask,Manga,19.1,2023
Have a Goodnight,Manhwa,6.0,2023
Please Subscribe to the Second Floor,Manhwa,40.0,2023
Window of Ghost,Manhwa,21.0,2023
Sight of 133 Centimeters Tall,Manga,1.0,2023
The Game Invades the Earth,Manhua,31.0,2023
"I Am a Noble About to Be Ruined, But Reached the Summit of Magic Because I Had a Lot of Free Time.",Manga,18.0,2023
Flowers in the Secret Place (Colored),Manhua,157.0,2023
Spirit Hunter,Manhwa,97.0,2023
"Marquis, Leave Me Alone!",Manhua,30.0,2023
Indestructable Primordial Spirit,Manhua,84.0,2023
The Words in Your Snare,Manhwa,83.0,2023
"Our Pampered Sister""s Secretly a Big Boss",Manhua,213.0,2023
Boy From the Future (KWAK Sital),Manhwa,82.0,2023
Niangzi Jing Shi Weilai Baojun Nüdi (Colored),Manhua,50.0,2023
Embers of Divinity,Manhwa,50.0,2023
The Flower of the Month,Manhwa,25.0,2023
Sensei to JK,Manga,30.0,2023
King Bee,Manhwa,5.5,2023
Sorry! The System Is Awesome,Manhua,53.0,2023
Fighting the Curse (Colored),Manhua,81.0,2023
Fenrir,Manga,26.2,2023
"The Villainess Who Steals the Heroine""s Heart",Manga,11.5,2023
Boku no Kanojo Sensei,Manga,46.5,2023
Spotlight,Manga,13.0,2023
Otto no Are ga XL Size de Taihendesu! ~Nouka Danshi wa Tanetsuke Jouzu~,Manga,12.5,2023
Idol Drunk,Manga,5.0,2023
Isekai Doshuraba Guild &amp; Party Comic Anthology,Manga,9.0,2023
"Ascendance of a Bookworm ~I""ll do anything to become a librarian!~  Part 1 If there aren""t any books, I""ll just have make some!",Manga,33.5,2023
Honeybee &amp; Lemon Balm,Manga,10.0,2023
Gata Girl,Manga,13.2,2023
Ginga: The Last Wars,Manga,120.0,2023
Aoi Tries to Quit Smoking (Colored),Manga,15.0,2023
Mirai no Fu Fu Desu Kedo?,Manga,20.5,2023
Lady Villain Fell Into a Common Person,Manga,11.0,2023
Cleopatra and the Iron Cross,Manga,5.0,2023
Ultimate Rock-Paper-Scissors,Manga,20.5,2023
Latent,Doujinshi,0.0,2023
Kare to Koi Nante,Manga,28.5,2023
A Man of Great Infatuation,Manhwa,25.0,2023
Pheromoneholic,Manga,9.5,2023
Hayasegawa-kun and Goddess Lady,Manga,16.5,2023
"Kiss Me, Liar",Manhwa,10.0,2023
Bottom-tier Character Tomozaki,Manga,20.0,2023
takt op.Destiny: Haruka Tsuioku no Anna - Harmony of Hope,Manga,2.0,2023
Heibai Wuchang,Manhua,16.0,2023
Mahou Shoujo Madoka★Magica - Tomoe Mami 1X Years Later Mami-san Around 30 Years Old Collection,Doujinshi,0.0,2023
Pure Love Blood,One_shot,0.0,2023
Goat and Wolf‘s Table,One_shot,0.0,2023
Abstract,One_shot,0.0,2023
Yorimichi Ale,Manga,4.0,2023
Maiden of the Workshop,One_shot,0.0,2023
Library of Ruina - As The Head Librarian Heads For The Outskirts Plus,Doujinshi,0.0,2023
I figured out how to squeeze a boobs,One_shot,0.0,2023
Bocchi the Rock! - The Ijichi Sisters Switch Bodies!,Doujinshi,0.0,2023
Becoming Stars,One_shot,0.0,2023
"A Serious Kouhai""s and a Not So Serious Senpai""s Dating Negotiations",Manga,0.0,2023
Love Jinx,Manhwa,68.0,2023
The Class Rep With Weak Ears and The Punk Gyaru-chan Who Attacks Ears,Manga,15.8,2023
Fist of the Blue Sky: Regenesis,Manga,23.0,2023
RPG Real Estate,Manga,35.0,2023
"Isekai Tensei, Ore ga Otome ge de Kyuuseishu",Manga,27.5,2023
XXX Lecture,Manga,0.0,2023
The Honor Student Wants to Go Against the Red Thread of Fate,Manga,16.0,2023
